"Date","Product_Name","Promotion_Applied","Professions","Line_of_Business","Traffic_on_Site","Status","Campaign_Platform","Tactic_Testing","Promotion_Rate","Course_Cost","Cost_Yeild","Day_of_Week","Campaign_Cost","Leads","promo_effect","platform_effect","Sales","Conversion_Rate"
2024-02-22,"Rental vs Sales - Defining Your Path","None","Real Estate Agent","Commerical",202,"Other","Direct","A",NA,200,NA,"Thursday",364.87,29,0.8,1.4,1,3.45
2024-02-22,"20-Hour Mortage Broker Education","40% Off","Appraiser","Commerical",921,"Pre-Licensing","Facebook","B",0.4,2000,800,"Thursday",168.58,14,1.3,1,1,7.14
2024-02-22,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Mortgage Broker","Private",795,"Pre-Licensing","LinkedIn","A",0.5,7500,3750,"Thursday",93.1,11,1.5,1.1,1,9.09
2024-02-22,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Mortgage Broker","Other",290,"Continuing Education","Conference","C",0.3,7500,2250,"Thursday",123.13,14,1.15,1.3,2,14.29
2024-02-22,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Government",805,"Pre-Licensing","Direct","C",0.3,750,225,"Thursday",440.95,28,1.15,1.4,4,14.29
2024-02-22,"20-Hour Mortage Broker Education","30% Off","Appraiser","Commerical",669,"Pre-Licensing","Direct","C",0.3,2000,600,"Thursday",174,31,1.15,1.4,6,19.35
2024-02-22,"Rental vs Sales - Defining Your Path","30% Off","Mortgage Broker","Other",138,"Continuing Education","Email","B",0.3,200,60,"Thursday",461.08,36,1.15,1,4,11.11
2024-02-22,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Other","Government",646,"Continuing Education","Direct","A",0.5,7500,3750,"Thursday",237.88,28,1.5,1.4,6,21.43
2024-02-23,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Mortgage Broker","Government",806,"Pre-Licensing","Facebook","B",0.4,750,300,"Friday",97.03,8,1.3,1,0,0
2024-02-23,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Other",497,"Continuing Education","Facebook","B",NA,7500,NA,"Friday",433.51,14,0.8,1,1,7.14
2024-02-23,"20-Hour Mortage Broker Education","30% Off","Appraiser","Other",832,"Pre-Licensing","Email","A",0.3,2000,600,"Friday",358.71,12,1.15,1,1,8.33
2024-02-23,"Rental vs Sales - Defining Your Path","None","Real Estate Agent","Residential",724,"Other","Facebook","B",NA,200,NA,"Friday",151.48,9,0.8,1,0,0
2024-02-24,"20-Hour Mortage Broker Education","None","Other","Other",131,"Continuing Education","Facebook","C",NA,2000,NA,"Saturday",125.33,15,0.8,1,0,0
2024-02-24,"Rental vs Sales - Defining Your Path","None","Appraiser","Commerical",874,"Other","LinkedIn","C",NA,200,NA,"Saturday",133.18,29,0.8,1.1,2,6.9
2024-02-24,"20-Hour Mortage Broker Education","30% Off","Real Estate Agent","Other",451,"Continuing Education","Email","C",0.3,2000,600,"Saturday",325.71,33,1.15,1,2,6.06
2024-02-24,"Appraisers State Exam","40% Off","Appraiser","Government",682,"Continuing Education","Facebook","A",0.4,750,300,"Saturday",82.06,37,1.3,1,6,16.22
2024-02-24,"Real Estate Introduction","None","Mortgage Broker","Residential",436,"Pre-Licensing","Facebook","C",NA,1500,NA,"Saturday",76.72,14,0.8,1,1,7.14
2024-02-25,"20-Hour Mortage Broker Education","30% Off","Appraiser","Commerical",578,"Continuing Education","Facebook","C",0.3,2000,600,"Sunday",267.08,36,1.15,1,4,11.11
2024-02-25,"Outsmartimg the 20215 Housing Market","40% Off","Other","Other",804,"Continuing Education","Facebook","C",0.4,1000,400,"Sunday",242.77,13,1.3,1,2,15.38
2024-02-25,"Appraisers State Exam","None","Real Estate Agent","Government",981,"Continuing Education","Email","A",NA,750,NA,"Sunday",315.57,9,0.8,1,0,0
2024-02-25,"Real Estate Introduction","40% Off","Other","Residential",909,"Pre-Licensing","Email","B",0.4,1500,600,"Sunday",286.23,14,1.3,1,1,7.14
2024-02-26,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Mortgage Broker","Private",787,"Continuing Education","Facebook","C",0.4,7500,3000,"Monday",159.04,12,1.3,1,1,8.33
2024-02-26,"Rental vs Sales - Defining Your Path","40% Off","Real Estate Agent","Residential",514,"Pre-Licensing","Conference","A",0.4,200,80,"Monday",280.27,28,1.3,1.3,3,10.71
2024-02-27,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Government",427,"Continuing Education","Email","B",0.3,750,225,"Tuesday",100.45,32,1.15,1,5,15.62
2024-02-27,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Private",418,"Pre-Licensing","LinkedIn","A",0.4,2000,800,"Tuesday",322.76,15,1.3,1.1,1,6.67
2024-02-27,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Commerical",242,"Continuing Education","Direct","C",NA,1000,NA,"Tuesday",111.32,35,0.8,1.4,5,14.29
2024-02-27,"Transition from Home Real Estate to Commerical Real Estate","None","Other","Private",719,"Pre-Licensing","LinkedIn","C",NA,750,NA,"Tuesday",171.43,33,0.8,1.1,1,3.03
2024-02-28,"Outsmartimg the 20215 Housing Market","50% Off","Appraiser","Other",413,"Other","Direct","C",0.5,1000,500,"Wednesday",106.84,22,1.5,1.4,2,9.09
2024-02-28,"Real Estate Introduction","30% Off","Real Estate Agent","Private",711,"Continuing Education","Direct","B",0.3,1500,450,"Wednesday",342.69,9,1.15,1.4,1,11.11
2024-02-28,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Commerical",515,"Pre-Licensing","LinkedIn","A",0.3,750,225,"Wednesday",289.19,8,1.15,1.1,1,12.5
2024-02-28,"20-Hour Mortage Broker Education","None","Real Estate Agent","Government",561,"Other","Direct","A",NA,2000,NA,"Wednesday",308.04,25,0.8,1.4,3,12
2024-02-29,"Outsmartimg the 20215 Housing Market","30% Off","Real Estate Agent","Government",846,"Continuing Education","Conference","A",0.3,1000,300,"Thursday",286.12,13,1.15,1.3,2,15.38
2024-02-29,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Other",211,"Continuing Education","Facebook","A",0.3,750,225,"Thursday",437.78,29,1.15,1,2,6.9
2024-02-29,"Appraisers State Exam","30% Off","Appraiser","Government",418,"Pre-Licensing","Email","A",0.3,750,225,"Thursday",218.63,14,1.15,1,1,7.14
2024-02-29,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Private",590,"Continuing Education","Email","C",NA,7500,NA,"Thursday",164.88,6,0.8,1,0,0
2024-02-29,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Commerical",537,"Pre-Licensing","Facebook","A",NA,1000,NA,"Thursday",286.44,6,0.8,1,0,0
2024-02-29,"Real Estate Introduction","30% Off","Mortgage Broker","Private",257,"Continuing Education","Email","A",0.3,1500,450,"Thursday",327.18,11,1.15,1,1,9.09
2024-02-29,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Other",560,"Pre-Licensing","Email","A",NA,1000,NA,"Thursday",486.39,36,0.8,1,1,2.78
2024-03-01,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Other",405,"Pre-Licensing","Conference","A",0.4,2000,800,"Friday",337.43,16,1.3,1.3,3,18.75
2024-03-01,"Rental vs Sales - Defining Your Path","None","Mortgage Broker","Private",961,"Pre-Licensing","LinkedIn","C",NA,200,NA,"Friday",284.4,40,0.8,1.1,4,10
2024-03-02,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Private",152,"Continuing Education","Conference","B",NA,7500,NA,"Saturday",309.61,24,0.8,1.3,2,8.33
2024-03-02,"Rental vs Sales - Defining Your Path","30% Off","Appraiser","Commerical",950,"Pre-Licensing","Email","A",0.3,200,60,"Saturday",135.34,40,1.15,1,5,12.5
2024-03-02,"Real Estate Introduction","None","Appraiser","Government",817,"Continuing Education","Email","B",NA,1500,NA,"Saturday",297.73,11,0.8,1,1,9.09
2024-03-02,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Other",773,"Continuing Education","Direct","B",NA,7500,NA,"Saturday",147.15,22,0.8,1.4,1,4.55
2024-03-02,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Real Estate Agent","Residential",774,"Continuing Education","Facebook","B",0.5,750,375,"Saturday",369.99,38,1.5,1,2,5.26
2024-03-03,"Real Estate Introduction","40% Off","Appraiser","Other",747,"Pre-Licensing","Direct","C",0.4,1500,600,"Sunday",153.9,27,1.3,1.4,5,18.52
2024-03-03,"Rental vs Sales - Defining Your Path","None","Real Estate Agent","Government",520,"Pre-Licensing","Direct","B",NA,200,NA,"Sunday",225.17,19,0.8,1.4,3,15.79
2024-03-03,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Other","Government",397,"Pre-Licensing","Email","C",0.3,7500,2250,"Sunday",90.2,28,1.15,1,3,10.71
2024-03-03,"Appraisers State Exam","None","Real Estate Agent","Other",179,"Continuing Education","Facebook","C",NA,750,NA,"Sunday",107.82,11,0.8,1,0,0
2024-03-03,"Rental vs Sales - Defining Your Path","50% Off","Appraiser","Private",312,"Other","Email","A",0.5,200,100,"Sunday",471.34,10,1.5,1,2,20
2024-03-03,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Commerical",462,"Continuing Education","Direct","B",NA,7500,NA,"Sunday",341.7,36,0.8,1.4,4,11.11
2024-03-03,"Appraisers State Exam","None","Real Estate Agent","Private",725,"Pre-Licensing","Direct","A",NA,750,NA,"Sunday",57.88,22,0.8,1.4,1,4.55
2024-03-04,"20-Hour Mortage Broker Education","30% Off","Mortgage Broker","Commerical",741,"Continuing Education","Email","A",0.3,2000,600,"Monday",90.98,12,1.15,1,2,16.67
2024-03-04,"Real Estate Introduction","None","Other","Private",920,"Continuing Education","LinkedIn","B",NA,1500,NA,"Monday",438.85,5,0.8,1.1,0,0
2024-03-04,"Real Estate Introduction","50% Off","Real Estate Agent","Other",716,"Pre-Licensing","LinkedIn","B",0.5,1500,750,"Monday",280.6,37,1.5,1.1,5,13.51
2024-03-05,"Appraisers State Exam","None","Real Estate Agent","Private",208,"Pre-Licensing","Facebook","A",NA,750,NA,"Tuesday",327.6,16,0.8,1,0,0
2024-03-05,"20-Hour Mortage Broker Education","30% Off","Other","Residential",453,"Continuing Education","Direct","C",0.3,2000,600,"Tuesday",119.98,21,1.15,1.4,2,9.52
2024-03-05,"Real Estate Introduction","None","Mortgage Broker","Commerical",623,"Pre-Licensing","LinkedIn","B",NA,1500,NA,"Tuesday",215.74,34,0.8,1.1,4,11.76
2024-03-05,"Rental vs Sales - Defining Your Path","None","Other","Residential",848,"Pre-Licensing","Direct","B",NA,200,NA,"Tuesday",149.35,24,0.8,1.4,2,8.33
2024-03-05,"20-Hour Mortage Broker Education","None","Real Estate Agent","Government",183,"Continuing Education","LinkedIn","C",NA,2000,NA,"Tuesday",351.5,32,0.8,1.1,3,9.38
2024-03-05,"20-Hour Mortage Broker Education","40% Off","Appraiser","Private",322,"Continuing Education","Email","C",0.4,2000,800,"Tuesday",356.97,31,1.3,1,2,6.45
2024-03-05,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Real Estate Agent","Government",199,"Pre-Licensing","Facebook","C",0.4,7500,3000,"Tuesday",298.66,38,1.3,1,7,18.42
2024-03-05,"Appraisers State Exam","None","Mortgage Broker","Other",117,"Other","Email","C",NA,750,NA,"Tuesday",227.05,37,0.8,1,3,8.11
2024-03-05,"Rental vs Sales - Defining Your Path","30% Off","Appraiser","Private",959,"Other","Direct","B",0.3,200,60,"Tuesday",139.29,6,1.15,1.4,0,0
2024-03-06,"Real Estate Introduction","None","Appraiser","Other",316,"Continuing Education","Direct","B",NA,1500,NA,"Wednesday",417.71,40,0.8,1.4,5,12.5
2024-03-06,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Mortgage Broker","Private",723,"Continuing Education","Email","A",0.4,7500,3000,"Wednesday",198.87,27,1.3,1,2,7.41
2024-03-06,"Transition from Home Real Estate to Commerical Real Estate","None","Other","Commerical",830,"Pre-Licensing","LinkedIn","B",NA,750,NA,"Wednesday",220.92,39,0.8,1.1,2,5.13
2024-03-07,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Private",220,"Continuing Education","LinkedIn","B",NA,7500,NA,"Thursday",365.32,27,0.8,1.1,2,7.41
2024-03-07,"Rental vs Sales - Defining Your Path","None","Other","Residential",799,"Continuing Education","Direct","A",NA,200,NA,"Thursday",179.38,24,0.8,1.4,1,4.17
2024-03-07,"Rental vs Sales - Defining Your Path","40% Off","Real Estate Agent","Private",348,"Continuing Education","LinkedIn","A",0.4,200,80,"Thursday",163.02,35,1.3,1.1,3,8.57
2024-03-07,"Rental vs Sales - Defining Your Path","50% Off","Mortgage Broker","Other",564,"Pre-Licensing","LinkedIn","A",0.5,200,100,"Thursday",361.82,40,1.5,1.1,4,10
2024-03-07,"20-Hour Mortage Broker Education","None","Appraiser","Government",256,"Pre-Licensing","Facebook","B",NA,2000,NA,"Thursday",159.3,14,0.8,1,1,7.14
2024-03-07,"Appraisers State Exam","None","Appraiser","Other",163,"Pre-Licensing","LinkedIn","C",NA,750,NA,"Thursday",67.83,16,0.8,1.1,0,0
2024-03-07,"Real Estate Introduction","50% Off","Real Estate Agent","Private",969,"Pre-Licensing","Direct","A",0.5,1500,750,"Thursday",327.78,13,1.5,1.4,2,15.38
2024-03-08,"Appraisers State Exam","30% Off","Appraiser","Residential",136,"Continuing Education","Facebook","B",0.3,750,225,"Friday",71.63,15,1.15,1,0,0
2024-03-08,"Outsmartimg the 20215 Housing Market","40% Off","Other","Private",280,"Pre-Licensing","Direct","A",0.4,1000,400,"Friday",374.33,8,1.3,1.4,0,0
2024-03-08,"Outsmartimg the 20215 Housing Market","None","Appraiser","Residential",518,"Pre-Licensing","Direct","B",NA,1000,NA,"Friday",137.06,7,0.8,1.4,0,0
2024-03-08,"Real Estate Introduction","40% Off","Appraiser","Commerical",585,"Pre-Licensing","LinkedIn","C",0.4,1500,600,"Friday",423.29,23,1.3,1.1,4,17.39
2024-03-08,"20-Hour Mortage Broker Education","50% Off","Appraiser","Other",910,"Continuing Education","Email","A",0.5,2000,1000,"Friday",237.67,15,1.5,1,3,20
2024-03-08,"Real Estate Introduction","30% Off","Appraiser","Commerical",518,"Pre-Licensing","Email","B",0.3,1500,450,"Friday",430.86,12,1.15,1,1,8.33
2024-03-09,"Appraisers State Exam","None","Real Estate Agent","Commerical",468,"Continuing Education","Direct","B",NA,750,NA,"Saturday",80.93,36,0.8,1.4,4,11.11
2024-03-09,"20-Hour Mortage Broker Education","None","Mortgage Broker","Other",900,"Continuing Education","Direct","A",NA,2000,NA,"Saturday",323.41,33,0.8,1.4,5,15.15
2024-03-09,"20-Hour Mortage Broker Education","30% Off","Appraiser","Private",221,"Other","Email","B",0.3,2000,600,"Saturday",393.64,25,1.15,1,2,8
2024-03-09,"Real Estate Introduction","40% Off","Appraiser","Other",620,"Continuing Education","LinkedIn","C",0.4,1500,600,"Saturday",319.99,21,1.3,1.1,4,19.05
2024-03-09,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Real Estate Agent","Private",100,"Pre-Licensing","Facebook","A",NA,7500,NA,"Saturday",56.56,26,0.8,1,2,7.69
2024-03-10,"Real Estate Introduction","30% Off","Real Estate Agent","Commerical",439,"Continuing Education","Email","C",0.3,1500,450,"Sunday",127.18,16,1.15,1,2,12.5
2024-03-10,"Outsmartimg the 20215 Housing Market","40% Off","Other","Residential",472,"Continuing Education","Facebook","B",0.4,1000,400,"Sunday",456.24,36,1.3,1,3,8.33
2024-03-10,"20-Hour Mortage Broker Education","50% Off","Real Estate Agent","Government",139,"Pre-Licensing","Direct","B",0.5,2000,1000,"Sunday",110.41,39,1.5,1.4,10,25.64
2024-03-10,"20-Hour Mortage Broker Education","50% Off","Other","Other",183,"Continuing Education","LinkedIn","C",0.5,2000,1000,"Sunday",216.4,33,1.5,1.1,3,9.09
2024-03-11,"Real Estate Introduction","None","Other","Other",953,"Continuing Education","Conference","A",NA,1500,NA,"Monday",369.31,28,0.8,1.3,3,10.71
2024-03-11,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Commerical",617,"Pre-Licensing","Facebook","C",0.3,7500,2250,"Monday",463.59,29,1.15,1,2,6.9
2024-03-11,"Real Estate Introduction","None","Appraiser","Private",360,"Pre-Licensing","Email","A",NA,1500,NA,"Monday",281,38,0.8,1,3,7.89
2024-03-11,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Government",106,"Other","Facebook","A",0.4,1000,400,"Monday",321.18,33,1.3,1,4,12.12
2024-03-11,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Appraiser","Residential",598,"Pre-Licensing","Facebook","B",0.5,7500,3750,"Monday",278.88,32,1.5,1,6,18.75
2024-03-11,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Commerical",122,"Pre-Licensing","LinkedIn","C",0.4,2000,800,"Monday",438.54,9,1.3,1.1,1,11.11
2024-03-11,"20-Hour Mortage Broker Education","40% Off","Other","Commerical",638,"Pre-Licensing","LinkedIn","C",0.4,2000,800,"Monday",192.94,34,1.3,1.1,2,5.88
2024-03-11,"Transition from Home Real Estate to Commerical Real Estate","None","Appraiser","Commerical",432,"Continuing Education","Direct","A",NA,750,NA,"Monday",285.38,34,0.8,1.4,5,14.71
2024-03-11,"Transition from Home Real Estate to Commerical Real Estate","None","Other","Private",698,"Continuing Education","Direct","A",NA,750,NA,"Monday",74.46,31,0.8,1.4,4,12.9
2024-03-12,"Outsmartimg the 20215 Housing Market","50% Off","Other","Residential",402,"Continuing Education","Facebook","C",0.5,1000,500,"Tuesday",84.98,10,1.5,1,0,0
2024-03-12,"20-Hour Mortage Broker Education","40% Off","Other","Residential",225,"Pre-Licensing","Email","B",0.4,2000,800,"Tuesday",485.04,6,1.3,1,0,0
2024-03-12,"Outsmartimg the 20215 Housing Market","30% Off","Appraiser","Residential",645,"Continuing Education","Email","A",0.3,1000,300,"Tuesday",192.43,7,1.15,1,1,14.29
2024-03-12,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Commerical",740,"Continuing Education","Facebook","B",NA,750,NA,"Tuesday",93.97,27,0.8,1,1,3.7
2024-03-13,"Real Estate Introduction","None","Appraiser","Residential",436,"Other","Facebook","C",NA,1500,NA,"Wednesday",162.93,15,0.8,1,1,6.67
2024-03-13,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Residential",872,"Continuing Education","LinkedIn","A",0.3,7500,2250,"Wednesday",334.51,19,1.15,1.1,2,10.53
2024-03-13,"Outsmartimg the 20215 Housing Market","50% Off","Real Estate Agent","Residential",614,"Continuing Education","Conference","A",0.5,1000,500,"Wednesday",454.42,9,1.5,1.3,1,11.11
2024-03-13,"Rental vs Sales - Defining Your Path","40% Off","Appraiser","Private",722,"Continuing Education","Conference","A",0.4,200,80,"Wednesday",449.95,23,1.3,1.3,2,8.7
2024-03-13,"Outsmartimg the 20215 Housing Market","None","Appraiser","Commerical",159,"Continuing Education","Email","A",NA,1000,NA,"Wednesday",487.63,38,0.8,1,1,2.63
2024-03-13,"Real Estate Introduction","40% Off","Real Estate Agent","Residential",371,"Continuing Education","LinkedIn","A",0.4,1500,600,"Wednesday",472.92,24,1.3,1.1,3,12.5
2024-03-13,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Real Estate Agent","Commerical",191,"Continuing Education","Email","B",0.3,750,225,"Wednesday",493.59,30,1.15,1,5,16.67
2024-03-14,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Commerical",594,"Continuing Education","Email","C",NA,750,NA,"Thursday",107.68,7,0.8,1,0,0
2024-03-14,"Appraisers State Exam","30% Off","Appraiser","Commerical",215,"Continuing Education","Email","A",0.3,750,225,"Thursday",349.88,13,1.15,1,2,15.38
2024-03-14,"Appraisers State Exam","40% Off","Other","Government",990,"Continuing Education","Email","A",0.4,750,300,"Thursday",358.9,36,1.3,1,3,8.33
2024-03-14,"Rental vs Sales - Defining Your Path","50% Off","Appraiser","Private",362,"Continuing Education","Facebook","B",0.5,200,100,"Thursday",185.25,36,1.5,1,3,8.33
2024-03-15,"Real Estate Introduction","None","Real Estate Agent","Residential",660,"Pre-Licensing","LinkedIn","B",NA,1500,NA,"Friday",414.96,27,0.8,1.1,1,3.7
2024-03-15,"Real Estate Introduction","None","Other","Other",540,"Other","Direct","A",NA,1500,NA,"Friday",166.94,28,0.8,1.4,2,7.14
2024-03-15,"Real Estate Introduction","None","Appraiser","Government",414,"Continuing Education","Email","C",NA,1500,NA,"Friday",119.25,7,0.8,1,0,0
2024-03-15,"Real Estate Introduction","30% Off","Real Estate Agent","Commerical",910,"Continuing Education","Direct","A",0.3,1500,450,"Friday",315.61,25,1.15,1.4,5,20
2024-03-15,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Real Estate Agent","Commerical",905,"Pre-Licensing","Direct","A",0.5,750,375,"Friday",198.14,38,1.5,1.4,10,26.32
2024-03-16,"Rental vs Sales - Defining Your Path","30% Off","Appraiser","Commerical",905,"Pre-Licensing","Email","A",0.3,200,60,"Saturday",248.91,20,1.15,1,1,5
2024-03-16,"20-Hour Mortage Broker Education","50% Off","Other","Other",273,"Continuing Education","Facebook","B",0.5,2000,1000,"Saturday",439.05,29,1.5,1,3,10.34
2024-03-16,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Commerical",130,"Pre-Licensing","Direct","C",0.3,750,225,"Saturday",62.17,15,1.15,1.4,3,20
2024-03-17,"Real Estate Introduction","None","Mortgage Broker","Private",845,"Pre-Licensing","Email","A",NA,1500,NA,"Sunday",132.09,26,0.8,1,3,11.54
2024-03-17,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Other","Government",861,"Other","LinkedIn","A",0.3,7500,2250,"Sunday",432.24,14,1.15,1.1,2,14.29
2024-03-17,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Other","Government",156,"Pre-Licensing","Direct","A",0.5,750,375,"Sunday",195.84,37,1.5,1.4,10,27.03
2024-03-17,"Appraisers State Exam","None","Real Estate Agent","Commerical",692,"Pre-Licensing","Direct","A",NA,750,NA,"Sunday",492.42,8,0.8,1.4,0,0
2024-03-17,"20-Hour Mortage Broker Education","30% Off","Mortgage Broker","Residential",719,"Other","Direct","B",0.3,2000,600,"Sunday",417.31,39,1.15,1.4,8,20.51
2024-03-17,"20-Hour Mortage Broker Education","None","Real Estate Agent","Residential",671,"Continuing Education","Email","A",NA,2000,NA,"Sunday",271.41,21,0.8,1,1,4.76
2024-03-17,"Outsmartimg the 20215 Housing Market","30% Off","Real Estate Agent","Other",418,"Continuing Education","Email","B",0.3,1000,300,"Sunday",432.6,6,1.15,1,0,0
2024-03-17,"Appraisers State Exam","40% Off","Mortgage Broker","Government",602,"Continuing Education","LinkedIn","B",0.4,750,300,"Sunday",121.4,8,1.3,1.1,1,12.5
2024-03-17,"Appraisers State Exam","None","Other","Commerical",883,"Continuing Education","Email","B",NA,750,NA,"Sunday",379,6,0.8,1,0,0
2024-03-17,"Rental vs Sales - Defining Your Path","30% Off","Real Estate Agent","Other",528,"Other","Email","B",0.3,200,60,"Sunday",362.28,29,1.15,1,4,13.79
2024-03-17,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Government",337,"Pre-Licensing","LinkedIn","A",NA,7500,NA,"Sunday",268.67,30,0.8,1.1,2,6.67
2024-03-17,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Residential",581,"Continuing Education","Facebook","B",NA,7500,NA,"Sunday",436.54,30,0.8,1,3,10
2024-03-18,"Appraisers State Exam","40% Off","Real Estate Agent","Residential",852,"Pre-Licensing","Facebook","A",0.4,750,300,"Monday",362.66,38,1.3,1,6,15.79
2024-03-18,"20-Hour Mortage Broker Education","None","Appraiser","Commerical",796,"Continuing Education","Email","B",NA,2000,NA,"Monday",443.98,33,0.8,1,3,9.09
2024-03-18,"Appraisers State Exam","None","Appraiser","Government",830,"Pre-Licensing","Facebook","A",NA,750,NA,"Monday",211.19,34,0.8,1,3,8.82
2024-03-18,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Residential",885,"Continuing Education","Conference","A",NA,750,NA,"Monday",306.8,17,0.8,1.3,1,5.88
2024-03-19,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Residential",311,"Pre-Licensing","Facebook","C",0.3,750,225,"Tuesday",489.54,37,1.15,1,6,16.22
2024-03-19,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Commerical",651,"Pre-Licensing","Email","C",NA,1000,NA,"Tuesday",349.85,32,0.8,1,1,3.12
2024-03-19,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Appraiser","Government",898,"Pre-Licensing","Direct","B",0.4,750,300,"Tuesday",185.17,31,1.3,1.4,5,16.13
2024-03-19,"Real Estate Introduction","None","Other","Commerical",815,"Continuing Education","Email","C",NA,1500,NA,"Tuesday",233.76,35,0.8,1,2,5.71
2024-03-19,"Appraisers State Exam","50% Off","Other","Commerical",179,"Pre-Licensing","Email","A",0.5,750,375,"Tuesday",352.42,24,1.5,1,4,16.67
2024-03-19,"Appraisers State Exam","None","Other","Private",299,"Continuing Education","Email","C",NA,750,NA,"Tuesday",463.62,17,0.8,1,0,0
2024-03-19,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Residential",456,"Other","Facebook","C",NA,7500,NA,"Tuesday",473.27,32,0.8,1,3,9.38
2024-03-20,"Outsmartimg the 20215 Housing Market","40% Off","Real Estate Agent","Commerical",389,"Pre-Licensing","Facebook","A",0.4,1000,400,"Wednesday",55.98,10,1.3,1,0,0
2024-03-20,"Rental vs Sales - Defining Your Path","30% Off","Real Estate Agent","Private",395,"Pre-Licensing","Facebook","B",0.3,200,60,"Wednesday",93.03,11,1.15,1,1,9.09
2024-03-20,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Government",259,"Continuing Education","Email","B",0.3,750,225,"Wednesday",498.56,25,1.15,1,1,4
2024-03-20,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Appraiser","Private",680,"Continuing Education","Email","A",0.5,750,375,"Wednesday",224.81,22,1.5,1,4,18.18
2024-03-20,"Outsmartimg the 20215 Housing Market","30% Off","Appraiser","Government",428,"Pre-Licensing","Facebook","A",0.3,1000,300,"Wednesday",230.81,28,1.15,1,4,14.29
2024-03-21,"Rental vs Sales - Defining Your Path","40% Off","Other","Commerical",642,"Pre-Licensing","Email","C",0.4,200,80,"Thursday",334.51,31,1.3,1,2,6.45
2024-03-21,"Rental vs Sales - Defining Your Path","40% Off","Mortgage Broker","Other",200,"Other","Direct","B",0.4,200,80,"Thursday",236.8,18,1.3,1.4,4,22.22
2024-03-22,"20-Hour Mortage Broker Education","None","Real Estate Agent","Residential",460,"Pre-Licensing","LinkedIn","B",NA,2000,NA,"Friday",291.35,9,0.8,1.1,0,0
2024-03-22,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Real Estate Agent","Commerical",915,"Other","Direct","A",NA,7500,NA,"Friday",143.26,5,0.8,1.4,0,0
2024-03-22,"Real Estate Introduction","None","Real Estate Agent","Commerical",538,"Other","LinkedIn","B",NA,1500,NA,"Friday",333.5,19,0.8,1.1,2,10.53
2024-03-22,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Commerical",562,"Other","Direct","B",0.5,200,100,"Friday",367.47,28,1.5,1.4,5,17.86
